"K562TPAnone","K562TPA15min","K562TPA1hr","K562TPA2hr","K562TPA24hr"
0,0,0,0,0
0,0,0,0,0.000558971492453885
0,0,0,0,0.000558971492453885
0,0,0,0,0.000558971492453885
0,0,0,0,0.00111794298490777
0,0,0,0.000148654675189535,0.00111794298490777
0,0,0,0.000148654675189535,0.00111794298490777
0,0,0,0.000148654675189535,0.00111794298490777
0,0,0,0.000148654675189535,0.00111794298490777
0,0,0,0.000148654675189535,0.00167691447736165
0,0,0,0.000297309350379069,0.00167691447736165
0,0,0,0.000445964025568604,0.00167691447736165
0,0,0,0.000445964025568604,0.00167691447736165
0,0,0,0.000594618700758139,0.00223588596981554
0,0,0,0.000594618700758139,0.00223588596981554
0,0.00078064012490242,0,0.000891928051137208,0.00223588596981554
0,0.00078064012490242,0,0.000891928051137208,0.00223588596981554
0,0.00078064012490242,0,0.000891928051137208,0.00223588596981554
0,0.00078064012490242,0,0.000891928051137208,0.00223588596981554
0,0.00078064012490242,0,0.000891928051137208,0.00279485746226942
0,0.00078064012490242,0,0.000891928051137208,0.00279485746226942
0,0.00078064012490242,0,0.000891928051137208,0.00279485746226942
0,0.00078064012490242,0,0.000891928051137208,0.00279485746226942
0,0.00078064012490242,0,0.000891928051137208,0.00335382895472331
0,0.00078064012490242,0,0.00118923740151628,0.00335382895472331
0,0.00078064012490242,0,0.00133789207670581,0.00391280044717719
0,0.00078064012490242,0,0.00133789207670581,0.00391280044717719
0,0.00078064012490242,0,0.00133789207670581,0.00391280044717719
0,0.00078064012490242,0.00055005500550055,0.00133789207670581,0.00391280044717719
0,0.00078064012490242,0.00055005500550055,0.00133789207670581,0.00391280044717719
0,0.00156128024980484,0.00055005500550055,0.00133789207670581,0.00391280044717719
0.00115074798619102,0.00156128024980484,0.00165016501650165,0.00133789207670581,0.00391280044717719
0.00115074798619102,0.00156128024980484,0.00275027502750275,0.00133789207670581,0.00391280044717719
0.00115074798619102,0.00156128024980484,0.00275027502750275,0.00163520142708488,0.00391280044717719
0.00230149597238205,0.00234192037470726,0.00275027502750275,0.00178385610227442,0.00391280044717719
0.00230149597238205,0.00234192037470726,0.00275027502750275,0.00178385610227442,0.00391280044717719
0.00230149597238205,0.00234192037470726,0.00275027502750275,0.00208116545265349,0.00391280044717719
0.00230149597238205,0.00234192037470726,0.0033003300330033,0.00208116545265349,0.00391280044717719
0.00230149597238205,0.00234192037470726,0.0033003300330033,0.00222982012784302,0.00391280044717719
0.00230149597238205,0.00234192037470726,0.0033003300330033,0.00237847480303256,0.00447177193963108
0.00230149597238205,0.00234192037470726,0.0033003300330033,0.00237847480303256,0.00447177193963108
0.00230149597238205,0.00234192037470726,0.0033003300330033,0.00237847480303256,0.00447177193963108
0.00230149597238205,0.00234192037470726,0.0033003300330033,0.00237847480303256,0.00447177193963108
0.00345224395857307,0.00234192037470726,0.0033003300330033,0.00252712947822209,0.00447177193963108
0.00345224395857307,0.00234192037470726,0.00385038503850385,0.00267578415341162,0.00447177193963108
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00282443882860116,0.00447177193963108
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00282443882860116,0.00447177193963108
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00282443882860116,0.00447177193963108
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00282443882860116,0.00503074343208496
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00282443882860116,0.00503074343208496
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00282443882860116,0.00503074343208496
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00282443882860116,0.00503074343208496
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00297309350379069,0.00503074343208496
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00312174817898023,0.00558971492453885
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00327040285416976,0.00614868641699273
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00327040285416976,0.00614868641699273
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00327040285416976,0.0072666294019005
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00327040285416976,0.0072666294019005
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.0034190575293593,0.0072666294019005
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.00356771220454883,0.0072666294019005
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.0038650215549279,0.00782560089435439
0.00575373993095512,0.00234192037470726,0.00385038503850385,0.0038650215549279,0.00782560089435439
0.00805523590333717,0.00234192037470726,0.00385038503850385,0.00401367623011744,0.00782560089435439
0.00805523590333717,0.00234192037470726,0.00385038503850385,0.00431098558049651,0.00782560089435439
0.00805523590333717,0.00234192037470726,0.00385038503850385,0.00475694960606511,0.00782560089435439
0.00805523590333717,0.00234192037470726,0.00385038503850385,0.00490560428125465,0.00782560089435439
0.00805523590333717,0.00234192037470726,0.00385038503850385,0.00505425895644418,0.00782560089435439
0.00920598388952819,0.00234192037470726,0.00385038503850385,0.00505425895644418,0.00782560089435439
0.00920598388952819,0.00234192037470726,0.00385038503850385,0.00505425895644418,0.00782560089435439
0.00920598388952819,0.00234192037470726,0.00385038503850385,0.00505425895644418,0.00782560089435439
0.00920598388952819,0.00234192037470726,0.00385038503850385,0.00520291363163371,0.00782560089435439
0.00920598388952819,0.00234192037470726,0.00385038503850385,0.00535156830682325,0.00782560089435439
0.0103567318757192,0.00234192037470726,0.00385038503850385,0.00564887765720232,0.00782560089435439
0.0103567318757192,0.00234192037470726,0.00385038503850385,0.00579753233239185,0.00782560089435439
0.0115074798619102,0.00312256049960968,0.00385038503850385,0.00594618700758139,0.00782560089435439
0.0115074798619102,0.00312256049960968,0.00385038503850385,0.00609484168277092,0.00838457238680827
0.0115074798619102,0.00312256049960968,0.00385038503850385,0.00624349635796046,0.00838457238680827
