"","CHEX","ATAC","DNase","FAIRE"
"TF_MTA2",0.673723130884195,4.95088260762079,4.74770125075609,5.60926494279418
"TF_SOX6",0.3456850740682,4.71422093699538,4.96474011726985,5.4659484603776
"TF_GATAD2A",0.594921876017388,4.99065547245285,4.83913543410089,5.53727775752229
"TF_PHF21A",0.601241696315295,5.08348449806838,4.95341143632587,5.64068439767503
"TF_CBFA2T2",0.24274775581501,4.36189154959185,5.13719272265785,5.28477419817016
"TF_CBFA2T3",0.267822078058792,4.15524227639195,4.91082790093038,5.04298036638273
"TF_GATAD2B",0.493889921025382,5.01040459667472,4.82514302355296,5.37557906591638
"TF_ZNF592",0.333751690010622,4.38755708912045,4.42652544727576,5.10994931245037
"TF_RCOR1",0.309422605103947,5.18010763635612,5.122770239531,5.96029018330246
"TF_ZNF830",0.143305799873907,2.32338941366564,2.27529709588086,2.77737536113474
"TF_MYBL2",0.466817255990314,4.50524192607971,4.68125528244766,5.33363939374349
"TF_POLR2G",0.393809205717549,4.25209264919648,3.80266872806141,4.14737660566047
"TF_XRCC3",0.36142202954623,2.71672580021855,3.61004353539888,3.45341940985094
"TF_ZC3H11A",0.730587713960531,5.25216148440651,5.05389090406856,5.86297801982007
"TF_NEUROD1",0.461149963915243,5.37436928599392,5.3100865833824,6.050522460888
"TF_NBN",0.537334629334023,5.00129470729341,4.80265924903174,5.720287730359
"TF_TBL1XR1",0.416360819396495,5.22194519417388,5.35240715774182,6.05232372731778
"TF_ESRRA",0.337189091673501,4.65734333497695,4.7027798514738,5.30886033424742
"TF_E2F6",0.473596024959633,4.92124671313661,5.04416717968975,5.20951664921425
"TF_HNRNPH1",0.88419626069857,4.69637353496622,3.97631293052424,4.03947523211774
"TF_HNRNPUL1",0.715582596107893,4.77796128812619,4.36781260891468,5.10902520858648
"TF_MTA1",0.617426299019694,4.86270453453969,4.75664682158757,5.59942970221775
"TF_TAF7",0.681614177654939,4.97261464542678,4.81446377484686,5.32660769757248
"TF_MXI1",0.591597889507252,5.36629573166335,5.17614301135933,5.90197894071094
"TF_NR2F2",0.355361984453843,4.93493325683941,5.08387514066834,5.71396216040006
"TF_SMC3",0.160947763282337,4.59296798675652,5.69384235043569,5.8512745831376
"TF_NR2F6",0.276157123008765,4.39917536664128,4.6975060627875,5.25037754788865
"TF_ZNF384",0.589460329193688,4.35385961363845,5.00512568282221,5.16703184293261
"TF_PML",0.45862594112965,5.06554479012937,4.73277166876378,5.5893691389872
"TF_POU5F1",0.71814155783585,5.51062856243844,5.53301697950708,6.17371950841388
"TF_MBD2",0.544833772229588,5.35265718818072,5.05718217324819,5.94059793682853
"TF_TBP",0.569344247051188,5.2139321281869,5.03116515292678,5.69862786770268
"TF_YBX1",1.39974485953713,2.98763795429424,2.71595358131599,4.15494402361888
"TF_EP300",0.306583670169207,4.88475383286847,5.42580895766071,5.80183520313969
"TF_DACH1",0.375539073745248,4.37661035057033,4.45910677662692,5.13167010435093
"TF_SAFB",0.546570306782929,5.05808937433542,4.6998048792475,4.73335127775203
"TF_ZFP91",0.514631883913111,4.37701838048153,4.13763979693061,4.83941473994179
"TF_ZBTB33",0.687682346929265,1.86153084303905,2.46703631852451,2.47128900993453
"TF_SIN3B",0.59027123680217,5.31462209422281,4.70331387645319,5.27876530771342
"TF_POLR2AphosphoS5",0.481764252329071,4.93921158938715,4.74979410138551,5.44434231513581
"TF_SNIP1",0.957226164784437,4.84145778516757,4.55910691015307,5.36275095772011
"TF_DDX20",0.5402935335878,5.14673186170691,4.91964234866563,5.9446324422787
"TF_MLLT1",0.784255384387293,4.78914434252044,4.49163993025288,5.33135111422082
"TF_PTBP1",0.477785277056743,4.53775504648216,4.13313902264558,4.95501017816513
"TF_GMEB1",0.587276161359711,4.89798695675271,4.61407411044886,5.44901092299865
"TF_AFF1",0.54886747960191,4.89043357292074,4.63631525941026,5.5783887605053
"TF_ATF2",0.14068546355341,3.13834316233461,3.56455646130343,3.94395999092352
"TF_FOSL1",0.197735948030552,5.07833318285321,5.81468857296928,5.97607533447401
"TF_MEF2A",0.314044329450837,5.00641489421924,5.6842924710265,5.86357599279055
"TF_RB1",0.513253604120962,5.15706179738001,5.18031516064624,5.60400239556544
"TF_TAF9B",0.581192762330662,5.07074032421886,4.69058154514249,5.62006056601085
"TF_MAFF",0.0925009822208729,3.50978647849455,4.36556415617265,4.57251759763994
"TF_SP1",0.592220356448017,5.27599533363208,4.93866270119015,5.63215422001242
"TF_PHF20",0.677868229445021,4.92638635744469,4.46974132938219,5.2779293456384
"TF_CCAR2",1.09823820528926,5.12424755993236,4.7005613568083,5.85598926581905
"TF_ARID3A",0.324530398929532,4.95913094202254,5.20312883522899,5.87815151541547
"TF_RBM39",0.641115115016831,5.02494428545089,4.54426865783946,5.54963981503909
"TF_TCF7",0.475801445339982,5.33400526269842,5.11833329438044,5.8872511333601
"TF_AGO1",0.281247669894775,4.31906603747218,3.78965507836972,4.1214479288544
