"","SampleID","Target"
"1","ENCFF075WXX","H3K27me3"
"2","ENCFF753VAK","H3K36me3"
"3","ENCFF359WWB","H3K4me1"
"4","ENCFF361WTS","H3K9me3"
"5","ENCFF543IXZ","H3K79me2"
"6","ENCFF149LYJ","H3K9me1"
