"","CHEX","ATAC","DNase","FAIRE","GRO","SE","RepOrig","MethylLow","MethylMidLow","MethylMidHigh","MethylHigh","H3K4me3","H3K9ac","H2AFZ","H3K4me2","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K9me3","H3K79me2","H3K9me1","POLR2B","POLR2AphosphoS2","POLR2A","POLR2G","POLR2AphosphoS5"
"MethylHigh",0.0420724967409676,0.0681384200596225,0.0789044160201846,0.0878009480155812,0.0906553866676028,0.0231440071556351,0.0627708540819897,0.158902543583881,0.28149508732033,0.459885635071911,1,0.107991311824064,0.195889272310521,0.0921856930447712,0.105933920770974,0.0952602230483271,0.0345524932108395,0.0833177366024081,0.216444527876854,0.012979479370604,0.0762681262709771,0.0393632634629135,0.066974659732212,0.0515470974808324,0.0661960089616006,0.20891136472357,0.0765529927833593
"H3K4me3",0.0499628841490573,0.129963532620697,0.162666334171498,0.169510222701447,0.277592773534866,0.0737411386391873,0.0521134087657693,0.271452223723524,0.146952957056442,0.111739174321187,0.107991311824064,1,0.303365798536375,0.317688339731286,0.470313685070302,0.460637480798771,0.0290451206715635,0.0945036412418551,0.270291396499141,0.0144331997554846,0.321113542536152,0.0263980548801667,0.374418841415821,0.136033121107748,0.449374365911397,0.446785563973064,0.351714537344811
"H3K9ac",0.112043973274863,0.24117541564689,0.282221795809697,0.295569813203259,0.227032511260759,0.0453108096862778,0.118070548011596,0.240893739205052,0.156339286838097,0.151051454138702,0.195889272310521,0.303365798536375,1,0.338897946527701,0.392767551345345,0.324207082037108,0.0913738952596596,0.145548062189516,0.566975132006608,0.0113324267391942,0.220519046896342,0.0364297475301866,0.17242360979313,0.0752003062703383,0.200467523342387,0.338271932149483,0.212738655364156
"H2AFZ",0.100539805104736,0.217747403540871,0.296595469911247,0.300190673787103,0.168048089705797,0.041058064921006,0.0805738907224056,0.17995565914388,0.102730975005989,0.0888518598150935,0.0921856930447712,0.317688339731286,0.338897946527701,1,0.514006751213739,0.384469509347448,0.0414515095548603,0.0555842384686572,0.336597006717209,0.015449822258682,0.156671872919012,0.0139466825186337,0.171014843254028,0.0577448954788527,0.229458964131155,0.240497963367592,0.212965885289645
"H3K4me2",0.0863507322017419,0.217448435135781,0.300365360329027,0.304270826774133,0.243911666619959,0.0631978298474603,0.0779029887310142,0.209750551905561,0.114394872280635,0.0958482747629293,0.105933920770974,0.470313685070302,0.392767551345345,0.514006751213739,1,0.559445912694796,0.0401321152197157,0.109338382147516,0.404332048083466,0.0167110680552192,0.283967370352665,0.0272854654245247,0.230477448575203,0.0840499725944546,0.306258579687168,0.324206678850307,0.314313768274056
"H3K27ac",0.0652113446063245,0.168301391225838,0.218509279311385,0.244289847427031,0.288202843568905,0.0952778705869251,0.0637667583865113,0.177575971406219,0.0820463133417305,0.0706073580716778,0.0952602230483271,0.460637480798771,0.324207082037108,0.384469509347448,0.559445912694796,1,0.00608433734939759,0.137680247276186,0.323076363283524,0.0233054113777686,0.339727420269451,0.0310322328069946,0.314762214983713,0.117238305013635,0.411783575705731,0.367272191466521,0.399931868506217
"H3K27me3",0.0720041270435485,0.0929382405411816,0.0964435158484854,0.0751870807518708,0.00609091120031557,0.000134548110560105,0.0809800707805698,0.148837806600745,0.0896573654503538,0.06025685856884,0.0345524932108395,0.0290451206715635,0.0913738952596596,0.0414515095548603,0.0401321152197157,0.00608433734939759,1,0.000712985921188452,0.102969812790392,0.00499435503932337,0.0012699273798809,0.0135334550114559,0.00258787667100626,0.0010680086164763,0.00480105531183851,0.0145684980727772,0.00688191776108276
"H3K36me3",0.0802128360967048,0.0979303487794029,0.0971024792618138,0.128788514231393,0.256587062162845,0.0320344349481613,0.0699254944173579,0.0433234137654919,0.0193356165435474,0.0238582464823363,0.0833177366024081,0.0945036412418551,0.145548062189516,0.0555842384686572,0.109338382147516,0.137680247276186,0.000712985921188452,1,0.121814890883343,0.0243277328017575,0.247561629999053,0.030904258606836,0.106902372179974,0.0844234026488174,0.0837467921300257,0.161068044788975,0.131660764460405
"H3K4me1",0.114728483058285,0.248553303094171,0.311859096952808,0.307069590744258,0.199288750293684,0.0441959961252825,0.116968270994083,0.279658283184463,0.197760101813554,0.186121536167806,0.216444527876854,0.270291396499141,0.566975132006608,0.336597006717209,0.404332048083466,0.323076363283524,0.102969812790392,0.121814890883343,1,0.0142988869985324,0.210290700969003,0.0345841258862182,0.147036390666408,0.0650917183528885,0.18106142136587,0.303326810176125,0.210522325828216
"H3K9me3",0.00850024271332391,0.00956225966874029,0.0126429487798485,0.0140222462641152,0.0200990732620701,0.0166747809152872,0.00971496036431101,0.00948180815876516,0.00942246771180245,0.0100899320026322,0.012979479370604,0.0144331997554846,0.0113324267391942,0.015449822258682,0.0167110680552192,0.0233054113777686,0.00499435503932337,0.0243277328017575,0.0142988869985324,1,0.0182597606967469,0.00211739795318198,0.0180401589625601,0.0124575311438279,0.0253194287861706,0.0162443533670386,0.0220203264551894
"H3K79me2",0.0639044434012032,0.120706625323585,0.132231884805945,0.15636400407595,0.307158217006232,0.0652498993500892,0.0590289404448697,0.134435219742555,0.0521930514070115,0.0407945580421832,0.0762681262709771,0.321113542536152,0.220519046896342,0.156671872919012,0.283967370352665,0.339727420269451,0.0012699273798809,0.247561629999053,0.210290700969003,0.0182597606967469,1,0.0435550818936504,0.248353984136036,0.112515523664965,0.258332087879241,0.278801608196086,0.270481622889737
"H3K9me1",0.00749227804324296,0.0146976204715562,0.0164723841243408,0.0187487228390437,0.0282839467539658,0.022663610898905,0.0144816423886191,0.0213898937245827,0.0238721255373315,0.027469792279495,0.0393632634629135,0.0263980548801667,0.0364297475301866,0.0139466825186337,0.0272854654245247,0.0310322328069946,0.0135334550114559,0.030904258606836,0.0345841258862182,0.00211739795318198,0.0435550818936504,1,0.0297945573841024,0.0378363486086877,0.0243879203581976,0.0423455795799517,0.0343508439817006
"POLR2B",0.0315238397120625,0.0766573796041665,0.0903248592461271,0.106704630194563,0.270188393448831,0.0899173174092788,0.0358837964527648,0.161826495304004,0.0665804977756402,0.0514246438390402,0.066974659732212,0.374418841415821,0.17242360979313,0.171014843254028,0.230477448575203,0.314762214983713,0.00258787667100626,0.106902372179974,0.147036390666408,0.0180401589625601,0.248353984136036,0.0297945573841024,1,0.282182782067535,0.53907435508346,0.389593394609752,0.407260201377848
"POLR2AphosphoS2",0.0153094616033048,0.033398975498961,0.0369813256436206,0.0455784398902915,0.136151748078354,0.0878272762797968,0.0200267022696929,0.0647693387125066,0.0330442583732057,0.0334374499439372,0.0515470974808324,0.136033121107748,0.0752003062703383,0.0577448954788527,0.0840499725944546,0.117238305013635,0.0010680086164763,0.0844234026488174,0.0650917183528885,0.0124575311438279,0.112515523664965,0.0378363486086877,0.282182782067535,1,0.197518248175182,0.19054097829608,0.201605965012905
"POLR2A",0.0356738765341898,0.0939076492312148,0.114573670444638,0.132482709277367,0.258615267106978,0.0959889065790149,0.0393169465169693,0.182030291449605,0.0755172805820828,0.0574037642775347,0.0661960089616006,0.449374365911397,0.200467523342387,0.229458964131155,0.306258579687168,0.411783575705731,0.00480105531183851,0.0837467921300257,0.18106142136587,0.0253194287861706,0.258332087879241,0.0243879203581976,0.53907435508346,0.197518248175182,1,0.388397741048461,0.467574891421359
"POLR2G",0.0548997609872689,0.12875383699623,0.148098687944446,0.169056865241141,0.314329233023561,0.0654553554381722,0.0675475395011178,0.238819007686932,0.139859980388133,0.138685268384961,0.20891136472357,0.446785563973064,0.338271932149483,0.240497963367592,0.324206678850307,0.367272191466521,0.0145684980727772,0.161068044788975,0.303326810176125,0.0162443533670386,0.278801608196086,0.0423455795799517,0.389593394609752,0.19054097829608,0.388397741048461,1,0.358838841997318
"POLR2AphosphoS5",0.0427134925706982,0.114206812273114,0.137182393762614,0.160888041956863,0.259266169154229,0.0847450572320499,0.0469532357109117,0.161231320761619,0.0686451742492719,0.0542758049487525,0.0765529927833593,0.351714537344811,0.212738655364156,0.212965885289645,0.314313768274056,0.399931868506217,0.00688191776108276,0.131660764460405,0.210522325828216,0.0220203264551894,0.270481622889737,0.0343508439817006,0.407260201377848,0.201605965012905,0.467574891421359,0.358838841997318,1
