"","CHEX","ATAC","DNase","FAIRE","GRO","SE","RepOrig","MethylLow","MethylMidLow","MethylMidHigh","MethylHigh","H3K4me3","H3K9ac","H2AFZ","H3K4me2","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K9me3","H3K79me2","H3K9me1","POLR2B","POLR2AphosphoS2","POLR2A","POLR2G","POLR2AphosphoS5"
"MethylHigh",0.200948494540642,0.215251615973351,0.243396958076608,0.284422380249564,0.330052423237402,0.0543450828636325,0.241120170152428,0.350820740499369,0.46216756149332,0.607054545454545,1,0.364457503536838,0.412687974045333,0.337192760610132,0.361947309089391,0.351987185904495,0.200843482377243,0.314220054929656,0.432194748916645,0.0933108899297424,0.302026663478209,0.143749024504448,0.287382297551789,0.184061580258094,0.307288595353226,0.396990740740741,0.326671108150122
"H3K4me3",0.237979753440262,0.260884279258655,0.292418148003979,0.34966604472567,0.506999664016127,0.0651618087515523,0.251308370192795,0.437517860787916,0.334084123408936,0.316162442082311,0.364457503536838,1,0.584739884393064,0.551534803285776,0.604405775638652,0.610843173124896,0.200625325690464,0.403755093051426,0.526075452372823,0.0979188210961737,0.548514980178072,0.121676067687349,0.56465038845727,0.249771013880082,0.617269934553226,0.68260087381136,0.543550690147549
"H3K9ac",0.35836401414355,0.392854319816615,0.442647692971108,0.523985042735043,0.474691491664863,0.0479934400926105,0.362784388679943,0.502216547859701,0.376857480580885,0.357173837612769,0.412687974045333,0.584739884393064,1,0.634309369184611,0.677727400393211,0.58546091526166,0.325780859123722,0.405243671431032,0.727184895938167,0.0981025617691223,0.42607854873613,0.127766219027804,0.407077549860249,0.187893832346763,0.463645697218593,0.561823548704493,0.491884580703336
"H2AFZ",0.384983357281871,0.420149694701595,0.474142752656714,0.551715018644382,0.406798375330257,0.0437737536329086,0.33824946701323,0.432503746172389,0.32072996643389,0.302925921526705,0.337192760610132,0.551534803285776,0.634309369184611,1,0.769515971316819,0.601770286295104,0.296724276527331,0.331390151956784,0.617628892199252,0.0946267641557558,0.365827081849042,0.0959204750839143,0.371474864249431,0.163191853575034,0.447062436926857,0.485506630397824,0.467836751956016
"H3K4me2",0.365145303817072,0.400719310726425,0.453391202953942,0.533468559837728,0.457344668612274,0.0478332938669193,0.337611707551131,0.439741388018992,0.327849730512429,0.315169122224528,0.361947309089391,0.604405775638652,0.677727400393211,0.769515971316819,1,0.667593056631282,0.282221386314674,0.380536520140398,0.66121916599532,0.099403934925828,0.424982966159437,0.110103923453738,0.403394255874674,0.178648018648019,0.483396385035729,0.532297628781684,0.520661157024793
"H3K27ac",0.270454545454545,0.298402657595831,0.333866609015242,0.413621987130549,0.551026992149694,0.0650715851928286,0.270949447540823,0.353766536681366,0.267777006708304,0.274882675009777,0.351987185904495,0.610843173124896,0.58546091526166,0.601770286295104,0.667593056631282,1,0.16147597712454,0.463114098255721,0.551599226114519,0.114770517881341,0.556461845205728,0.121217590086025,0.529573418274936,0.236377349003834,0.624487513976892,0.607338820301783,0.638725605454973
"H3K27me3",0.280246530880181,0.299130195755041,0.337207314988891,0.342770578200983,0.120530499981161,0.00758189605278389,0.295106983992987,0.385590442194216,0.300473367342249,0.247364039955605,0.200843482377243,0.200625325690464,0.325780859123722,0.296724276527331,0.282221386314674,0.16147597712454,1,0.0897652943439785,0.344120105893828,0.0478028660567923,0.0888925201192859,0.0764397905759162,0.103412301673549,0.0493392520026532,0.125655539831849,0.169151422354743,0.146614593711394
"H3K36me3",0.209873590078569,0.227624485248772,0.251776409284699,0.313465723612622,0.620705128205128,0.0658327847267939,0.221885022588544,0.248902937895128,0.184007946362056,0.200853333333333,0.314220054929656,0.403755093051426,0.405243671431032,0.331390151956784,0.380536520140398,0.463114098255721,0.0897652943439785,1,0.373274856154187,0.111127188540009,0.592510223115001,0.138509176044105,0.460057210632805,0.30131674610227,0.432430718498319,0.488604679355073,0.472119634316159
"H3K4me1",0.383082857246825,0.417042389399697,0.473132174624712,0.540264660229933,0.431557327534131,0.0445894263217098,0.37403776762088,0.535743056285244,0.422363097968887,0.396260169527623,0.432194748916645,0.526075452372823,0.727184895938167,0.617628892199252,0.66121916599532,0.551599226114519,0.344120105893828,0.373274856154187,1,0.0962690398767756,0.384011937753144,0.119510470972873,0.354657980456026,0.168860523866507,0.414084022038567,0.502416084217793,0.470133072573445
"H3K9me3",0.0601907584035559,0.0637859670872408,0.0666279794527909,0.0810774081322027,0.11041239160654,0.0483604623732012,0.0677798048703101,0.0702548124119681,0.0729181245626312,0.081448313132093,0.0933108899297424,0.0979188210961737,0.0981025617691223,0.0946267641557558,0.099403934925828,0.114770517881341,0.0478028660567923,0.111127188540009,0.0962690398767756,1,0.10563721531255,0.0485390387992975,0.106468282252316,0.080608473130509,0.113483590351918,0.105745384403417,0.116155910182178
"H3K79me2",0.18168240153415,0.198710269924932,0.21998487630982,0.275690320461947,0.606681181113077,0.0812571866615562,0.198842452863686,0.292157577229847,0.203822347703334,0.208439601205657,0.302026663478209,0.548514980178072,0.42607854873613,0.365827081849042,0.424982966159437,0.556461845205728,0.0888925201192859,0.592510223115001,0.384011937753144,0.10563721531255,1,0.147466621020199,0.607327658153898,0.33059983414724,0.582331139853264,0.591199777561518,0.560678106264213
"H3K9me1",0.0553990958274661,0.0602047562759201,0.0669665059355201,0.0813800657174151,0.1277352297593,0.0628352490421456,0.0810810810810811,0.103239587041652,0.120634447836771,0.132238904471209,0.143749024504448,0.121676067687349,0.127766219027804,0.0959204750839143,0.110103923453738,0.121217590086025,0.0764397905759162,0.138509176044105,0.119510470972873,0.0485390387992975,0.147466621020199,1,0.134099616858238,0.141297567061759,0.122528679521601,0.142112125162973,0.128853984874927
"POLR2B",0.159058198324538,0.174765626561657,0.194124137334228,0.242982456140351,0.552529182879377,0.0941973554802754,0.183851927421118,0.29814453952385,0.214891885607998,0.216718458669981,0.287382297551789,0.56465038845727,0.407077549860249,0.371474864249431,0.403394255874674,0.529573418274936,0.103412301673549,0.460057210632805,0.354657980456026,0.106468282252316,0.607327658153898,0.134099616858238,1,0.388654576128216,0.702981452591437,0.625319500826943,0.578030414882622
"POLR2AphosphoS2",0.0745372686343172,0.0816142418957118,0.0900082219048855,0.11374941600022,0.286595213625018,0.135767380848273,0.0978260869565217,0.145836106304628,0.128077435645648,0.139779133523824,0.184061580258094,0.249771013880082,0.187893832346763,0.163191853575034,0.178648018648019,0.236377349003834,0.0493392520026532,0.30131674610227,0.168860523866507,0.080608473130509,0.33059983414724,0.141297567061759,0.388654576128216,1,0.30888712381961,0.306125621890547,0.2945039480885
"POLR2A",0.187122551185742,0.206592923887868,0.230191700203384,0.286961997590625,0.539078027825864,0.0841381872213967,0.208527954706299,0.327075545331307,0.237087399934203,0.237789952208882,0.307288595353226,0.617269934553226,0.463645697218593,0.447062436926857,0.483396385035729,0.624487513976892,0.125655539831849,0.432430718498319,0.414084022038567,0.113483590351918,0.582331139853264,0.122528679521601,0.702981452591437,0.30888712381961,1,0.630322128851541,0.646911638547326
"POLR2G",0.221793174463077,0.243265859101052,0.271874256804964,0.333878040144892,0.583226671542634,0.0698604359416654,0.245698127521639,0.410244805595556,0.320469347112331,0.320644133378855,0.396990740740741,0.68260087381136,0.561823548704493,0.485506630397824,0.532297628781684,0.607338820301783,0.169151422354743,0.488604679355073,0.502416084217793,0.105745384403417,0.591199777561518,0.142112125162973,0.625319500826943,0.306125621890547,0.630322128851541,1,0.579685427326132
"POLR2AphosphoS5",0.217082766481597,0.241595589557158,0.267366143861547,0.335782029493997,0.536789297658863,0.0748315688161694,0.237668161434978,0.326163198503624,0.242467645403857,0.246539651522553,0.326671108150122,0.543550690147549,0.491884580703336,0.467836751956016,0.520661157024793,0.638725605454973,0.146614593711394,0.472119634316159,0.470133072573445,0.116155910182178,0.560678106264213,0.128853984874927,0.578030414882622,0.2945039480885,0.646911638547326,0.579685427326132,1
