"","CHEX","ATAC","DNase","FAIRE","GRO","SE","RepOrig","MethylLow","MethylMidLow","MethylMidHigh","MethylHigh","H3K4me3","H3K9ac","H2AFZ","H3K4me2","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K9me3","H3K79me2","H3K9me1","POLR2B","POLR2AphosphoS2","POLR2A","POLR2G","POLR2AphosphoS5"
"MethylHigh",0.0201109790436479,0.0361695910258591,0.0416610150759323,0.0406752459357446,0.0491690671393751,0.0175974681472185,0.0354008836991895,0.117238010402,0.2371244379951,0.41843548432927,1,0.058572240721189,0.12935103718451,0.0457203190573789,0.0540004199916002,0.0450387416103035,0.0166639927268838,0.0414447950154771,0.153809764097389,0.00605590525342323,0.038334078686344,0.0213079974172124,0.0312657368686095,0.0277086264747267,0.0281906399705196,0.153398933857279,0.0361122918553291
"H3K4me3",0.0302746605881469,0.12926686864136,0.165646661580169,0.159795577171518,0.232486177243125,0.0758740097718325,0.031394631920753,0.23622614332013,0.106632277081798,0.0714391307561534,0.058572240721189,1,0.267330107013837,0.28452224296396,0.469856329628626,0.440187659291245,0.0157310454200691,0.0487729975711215,0.222790664523129,0.00684287882803653,0.26137453791939,0.0151239425536101,0.303527966161771,0.107495069033531,0.379125949412015,0.377705927104226,0.292628353726138
"H3K9ac",0.0676556203304664,0.200720102294905,0.233595522293129,0.22543919495139,0.187705283916401,0.0517746974008232,0.0788696707142934,0.171896564247839,0.0994534278346335,0.0947620492549431,0.12935103718451,0.267330107013837,1,0.273280657395702,0.33852377903254,0.282472375151302,0.0521584958561827,0.0907636759839348,0.512267154283309,0.00376528577663298,0.187418166939444,0.0234952851684369,0.126034054873845,0.0556790745340536,0.15104224915906,0.289904581421637,0.156463261114424
"H2AFZ",0.0576810116481397,0.183701810909899,0.264701165149299,0.252995276628076,0.132645998032715,0.0456658988140944,0.0479280021175848,0.138533618280454,0.0635345827713377,0.0489446197882605,0.0457203190573789,0.28452224296396,0.273280657395702,1,0.454483910276662,0.350518122343728,0.018113740173688,0.0203846177575687,0.268137951305541,0.00732495281962704,0.119478520798497,0.00712731637782279,0.136084016263931,0.0427086853666779,0.187825789118777,0.197788475459679,0.165864904786618
"H3K4me2",0.0503979468250764,0.202887625867851,0.290528050256173,0.278465745083229,0.214647287197049,0.0742780192528199,0.0470902574128381,0.169179795794171,0.0751038093518686,0.0547438233529884,0.0540004199916002,0.469856329628626,0.33852377903254,0.454483910276662,1,0.545345719807968,0.0188106706733248,0.0646292044252183,0.338106193191441,0.00839466722543807,0.258214947208093,0.0181423703545948,0.188188582998081,0.0670667647213321,0.259486765003031,0.276943595443179,0.258350962086569
"H3K27ac",0.0394977024291193,0.163449713949634,0.219134612846168,0.231730912338146,0.237457353956925,0.112932138284251,0.039478148000649,0.146848397029524,0.0527408522141404,0.0377585037857385,0.0450387416103035,0.440187659291245,0.282472375151302,0.350518122343728,0.545345719807968,1,0.00175689030416163,0.0789464823824515,0.271896922190029,0.0131800088456435,0.279031444425761,0.0191396150531456,0.250677146954166,0.0904804948512079,0.34059643447762,0.303045240442546,0.321004247975574
"H3K27me3",0.0392866553354625,0.0516915607095279,0.0476688762086992,0.0350167139580985,0.00238044858231062,3.98724082934609e-05,0.0493373502114265,0.0921627667708107,0.0517515551190309,0.0321034640730169,0.0166639927268838,0.0157310454200691,0.0521584958561827,0.018113740173688,0.0188106706733248,0.00175689030416163,1,0.000294658266567512,0.0635222013181131,0.00190122041575217,0.000217954805514257,0.0080889644425556,0.000788430082726321,0.000316201367570915,0.00153351584065067,0.00652255794511865,0.00220679950107142
"H3K36me3",0.051173948637786,0.0605015697302445,0.0559198942750258,0.0728572254780999,0.184408857354619,0.028219207971199,0.0465771505444577,0.0127637216069841,0.00560736332683351,0.00847589183147567,0.0414447950154771,0.0487729975711215,0.0907636759839348,0.0203846177575687,0.0646292044252183,0.0789464823824515,0.000294658266567512,1,0.0715146356561726,0.0159422826848054,0.177116989624982,0.0171962004585653,0.0469783806510146,0.0448707765625955,0.0315425122149407,0.0911813461062928,0.066860285484768
"H3K4me1",0.0704092309860111,0.205276861912033,0.262897923728092,0.237371609411721,0.15800872614633,0.0506256590801525,0.0789727897905581,0.206316412994012,0.136268192020853,0.126518947888248,0.153809764097389,0.222790664523129,0.512267154283309,0.268137951305541,0.338106193191441,0.271896922190029,0.0635222013181131,0.0715146356561726,1,0.00586555845515752,0.173511749347258,0.0224107411242109,0.102233037966496,0.0454377357560218,0.12941891071067,0.256630807571816,0.148940376403606
"H3K9me3",0.00414346931200864,0.00448804828520914,0.00728216471928076,0.00769920616467931,0.010958166172864,0.0109714451791034,0.00466980123958111,0.00419198168085539,0.0037525426106474,0.00412472564898206,0.00605590525342323,0.00684287882803653,0.00376528577663298,0.00732495281962704,0.00839466722543807,0.0131800088456435,0.00190122041575217,0.0159422826848054,0.00586555845515752,1,0.00962029883053242,0.000916217041636974,0.00979265125388513,0.00648186457040408,0.0142468445317814,0.00794081999414887,0.0113893101420569
"H3K79me2",0.0464122065284142,0.113134623836104,0.123263516350236,0.134228662500068,0.24980493133583,0.064447687978693,0.0419924843193059,0.0956167055833062,0.0287630330612343,0.0200932463686536,0.038334078686344,0.26137453791939,0.187418166939444,0.119478520798497,0.258214947208093,0.279031444425761,0.000217954805514257,0.177116989624982,0.173511749347258,0.00962029883053242,1,0.0263445578702634,0.151568442423722,0.068312018547603,0.164699167525127,0.195466648460436,0.17909366354894
"H3K9me1",0.00342140726905501,0.0092812575277375,0.0105260838671653,0.0117513216890852,0.0158971563029068,0.0151446312282296,0.00683722032000345,0.0107890045970541,0.0123150048611861,0.0141838444453104,0.0213079974172124,0.0151239425536101,0.0234952851684369,0.00712731637782279,0.0181423703545948,0.0191396150531456,0.0080889644425556,0.0171962004585653,0.0224107411242109,0.000916217041636974,0.0263445578702634,1,0.0147785405098159,0.0210915416394868,0.0122246569023181,0.0259022806904409,0.0208478771339722
"POLR2B",0.0169660580731032,0.0674124627688267,0.0801882919620132,0.0911476580161553,0.188278706925581,0.0818599857290098,0.0196052369243038,0.137344098836721,0.0452724059832251,0.0280768636340219,0.0312657368686095,0.303527966161771,0.126034054873845,0.136084016263931,0.188188582998081,0.250677146954166,0.000788430082726321,0.0469783806510146,0.102233037966496,0.00979265125388513,0.151568442423722,0.0147785405098159,1,0.245514047820473,0.483602021618032,0.306923762250223,0.356383448682079
"POLR2AphosphoS2",0.00818629071852988,0.0284361082078661,0.0314830747647675,0.0374465310901338,0.0990721079728904,0.0709654603324296,0.0117052380168012,0.0523349725402922,0.0210248447204969,0.0182208994708995,0.0277086264747267,0.107495069033531,0.0556790745340536,0.0427086853666779,0.0670667647213321,0.0904804948512079,0.000316201367570915,0.0448707765625955,0.0454377357560218,0.00648186457040408,0.068312018547603,0.0210915416394868,0.245514047820473,1,0.172599743570405,0.152942210117073,0.176873566148356
"POLR2A",0.0191865898294525,0.0865361065581492,0.106788129744651,0.119294322772132,0.183351974881076,0.0921071531169204,0.021263225985307,0.156420296948931,0.0516256846521384,0.0312237904675182,0.0281906399705196,0.379125949412015,0.15104224915906,0.187825789118777,0.259486765003031,0.34059643447762,0.00153351584065067,0.0315425122149407,0.12941891071067,0.0142468445317814,0.164699167525127,0.0122246569023181,0.483602021618032,0.172599743570405,1,0.315390555149151,0.413079708062755
"POLR2G",0.0323561359726996,0.115801028673613,0.133220962304628,0.140228060046189,0.242115080583706,0.0644969076825084,0.0435088718545063,0.20070789090152,0.0987132261847734,0.0933512082541406,0.153398933857279,0.377705927104226,0.289904581421637,0.197788475459679,0.276943595443179,0.303045240442546,0.00652255794511865,0.0911813461062928,0.256630807571816,0.00794081999414887,0.195466648460436,0.0259022806904409,0.306923762250223,0.152942210117073,0.315390555149151,1,0.291623199546112
"POLR2AphosphoS5",0.0222935838445808,0.101359185326945,0.123866230136897,0.140526902156105,0.186818060853366,0.0831814514924258,0.0255244138903578,0.136261978464683,0.0456550733559044,0.0282768777614138,0.0361122918553291,0.292628353726138,0.156463261114424,0.165864904786618,0.258350962086569,0.321004247975574,0.00220679950107142,0.066860285484768,0.148940376403606,0.0113893101420569,0.17909366354894,0.0208478771339722,0.356383448682079,0.176873566148356,0.413079708062755,0.291623199546112,1
