"","CHEX","ATAC","DNase","FAIRE","GRO","SE","RepOrig","MethylLow","MethylMidLow","MethylMidHigh","MethylHigh","H3K4me3","H3K9ac","H2AFZ","H3K4me2","H3K27ac","H3K27me3","H3K36me3","H3K4me1","H3K9me3","H3K79me2","H3K9me1","POLR2B","POLR2AphosphoS2","POLR2A","POLR2G","POLR2AphosphoS5"
"MethylHigh",0.604273504273504,0.610083740404745,0.614248479582971,0.654344154625633,0.689671814671815,0.154925624473758,0.630792227204783,0.662409454822722,0.754390018484288,0.818342151675485,1,0.721979286536249,0.739358069656271,0.719013627514601,0.72739216115612,0.718649517684887,0.69762015865609,0.681444582814446,0.756321324681137,0.380049261083744,0.680966469428008,0.418951941352159,0.669563058589871,0.466865025696511,0.69995187680462,0.715451055662188,0.712605042016807
"H3K4me3",0.674645238502308,0.680732345248474,0.685783802572124,0.726422155688623,0.80472364256148,0.145279676031384,0.686288983207234,0.713454681929067,0.709312259718069,0.689632255206026,0.721979286536249,1,0.874941779226828,0.846442775077331,0.862432675044883,0.850644783118406,0.724478348665021,0.763793103448276,0.829235880398671,0.390932222993292,0.805645765675743,0.387152350479941,0.793164111585826,0.47223624432105,0.838868388683887,0.862068965517241,0.813221153846154
"H3K9ac",0.701829372542315,0.709052851909995,0.713416753562739,0.766754518072289,0.796204033214709,0.140214216163583,0.721985552880163,0.741004497751124,0.740298507462687,0.719143298741444,0.739358069656271,0.874941779226828,1,0.901317258316588,0.909686159403929,0.875611460517121,0.788645690834473,0.760038470786247,0.891260390923388,0.393857271906052,0.783007482500603,0.400096641700894,0.7614102873702,0.457198443579767,0.821522309711286,0.851079136690647,0.832936696811042
"H2AFZ",0.754146007864592,0.761506276150628,0.766597149808829,0.81922282710719,0.759044216167932,0.131006346328196,0.768182655127969,0.777695442756577,0.747781217750258,0.712955122777307,0.719013627514601,0.846442775077331,0.901317258316588,1,0.94582593250444,0.871054398925453,0.780082987551867,0.717954494255463,0.8879030512876,0.38448386407352,0.735785198555957,0.374408650596981,0.715575620767494,0.426500566251416,0.789094186570527,0.805399325084364,0.805636978579481
"H3K4me2",0.744229782868866,0.75261688764829,0.756517205422315,0.807317073170732,0.770206022187005,0.13275149288011,0.757503222242681,0.76924503802634,0.746262458471761,0.71629993591113,0.72739216115612,0.862432675044883,0.909686159403929,0.94582593250444,1,0.885078355666591,0.777509334504722,0.727853881278539,0.890076335877863,0.386908619572262,0.750343878954608,0.378736025553274,0.729023383768913,0.433164905833716,0.8016,0.818119580100411,0.81672760511883
"H3K27ac",0.674816207898786,0.682667132134753,0.685957594716719,0.737992088905632,0.820928518791452,0.146693691411198,0.691467703127892,0.702460850111857,0.705518857873428,0.690228229559052,0.718649517684887,0.850644783118406,0.875611460517121,0.871054398925453,0.885078355666591,1,0.728581065887115,0.784255107125062,0.828647332300199,0.398929983717143,0.821365583270345,0.389792899408284,0.796576032225579,0.475467880627213,0.870402802101576,0.858196116982059,0.87010411502231
"H3K27me3",0.639145299145299,0.646535171932274,0.64998262078554,0.700603318250377,0.678155565905915,0.128855201254574,0.672346002621232,0.693548387096774,0.706873905429072,0.690047825096789,0.69762015865609,0.724478348665021,0.788645690834473,0.780082987551867,0.777509334504722,0.728581065887115,1,0.662682285441071,0.79035126722988,0.349523588194283,0.654961112420457,0.403463427242181,0.646625475285171,0.419167717528373,0.686151704940849,0.709040204508482,0.715454758007949
"H3K36me3",0.549666609676868,0.55652629739647,0.558741744873132,0.608292313517607,0.847110865358031,0.175340768277571,0.57966929725667,0.592718998862344,0.619238476953908,0.622970110614262,0.681444582814446,0.763793103448276,0.760038470786247,0.717954494255463,0.727853881278539,0.784255107125062,0.662682285441071,1,0.712855517633675,0.41267718641348,0.884280742459397,0.425872093023256,0.82087005970998,0.567916410571604,0.812416017199677,0.809006622516556,0.8121840915137
"H3K4me1",0.737391007009745,0.745029647715382,0.749565519638512,0.79913728432108,0.741437206178643,0.133194347926801,0.756931608133087,0.782657657657658,0.783887468030691,0.752301622095572,0.756321324681137,0.829235880398671,0.891260390923388,0.8879030512876,0.890076335877863,0.828647332300199,0.79035126722988,0.712855517633675,1,0.383347788378144,0.720271800679502,0.382542607093505,0.701519618961216,0.43087929840757,0.76066457117198,0.789794536012644,0.789187966523411
"H3K9me3",0.353393742520089,0.358781299247067,0.359228362877998,0.37816544738323,0.404671236354405,0.171314741035857,0.363448534936138,0.360855695252393,0.353968604908247,0.359829666430092,0.380049261083744,0.390932222993292,0.393857271906052,0.38448386407352,0.386908619572262,0.398929983717143,0.349523588194283,0.41267718641348,0.383347788378144,1,0.409486166007905,0.29551724137931,0.403846153846154,0.3559670781893,0.408862034239678,0.398572131954702,0.412468827930175
"H3K79me2",0.561121559240896,0.567411805798114,0.570385818561001,0.617913832199546,0.865118850193477,0.171775417298938,0.584221349785007,0.602081362346263,0.62547065337763,0.626109294722093,0.680966469428008,0.805645765675743,0.783007482500603,0.735785198555957,0.750343878954608,0.821365583270345,0.654961112420457,0.884280742459397,0.720271800679502,0.409486166007905,1,0.418544935805991,0.869150779896014,0.561159770462096,0.859404859404859,0.851275167785235,0.823700954400848
"H3K9me1",0.288938280047871,0.292994746059545,0.293708724365659,0.320075757575758,0.407589407589408,0.210133333333333,0.31310818546079,0.320338006529672,0.38016330451489,0.399426784783742,0.418951941352159,0.387152350479941,0.400096641700894,0.374408650596981,0.378736025553274,0.389792899408284,0.403463427242181,0.425872093023256,0.382542607093505,0.29551724137931,0.418544935805991,1,0.415023201856148,0.426804946150778,0.406738544474394,0.408390865639936,0.414014442364269
"POLR2B",0.545221405368439,0.551441048034935,0.55422314911366,0.599735549678882,0.84912475687691,0.178236397748593,0.569181801160831,0.588090271192869,0.614527629233512,0.619900966753124,0.669563058589871,0.793164111585826,0.7614102873702,0.715575620767494,0.729023383768913,0.796576032225579,0.646625475285171,0.82087005970998,0.701519618961216,0.403846153846154,0.869150779896014,0.415023201856148,1,0.578849144634526,0.877060631461302,0.843631436314363,0.815895103023816
"POLR2AphosphoS2",0.322619251154043,0.327960756832516,0.327945776850886,0.357129331565991,0.53030303030303,0.260091977516607,0.348894817073171,0.360261588767071,0.407863571766935,0.425499231950845,0.466865025696511,0.47223624432105,0.457198443579767,0.426500566251416,0.433164905833716,0.475467880627213,0.419167717528373,0.567916410571604,0.43087929840757,0.3559670781893,0.561159770462096,0.426804946150778,0.578849144634526,1,0.526493799323563,0.518354954457632,0.518272425249169
"POLR2A",0.603351000170969,0.610829694323144,0.613312478275982,0.662702906757267,0.852489406779661,0.163080407701019,0.624022346368715,0.63796992481203,0.659593086851892,0.658233670653174,0.69995187680462,0.838868388683887,0.821522309711286,0.789094186570527,0.8016,0.870402802101576,0.686151704940849,0.812416017199677,0.76066457117198,0.408862034239678,0.859404859404859,0.406738544474394,0.877060631461302,0.526493799323563,1,0.864526233359436,0.873783854851433
"POLR2G",0.617883398871602,0.625109132180897,0.628084810566562,0.676215604975499,0.841831425598335,0.156689655172414,0.63893541782989,0.668373151308305,0.686304682347769,0.679714483076215,0.715451055662188,0.862068965517241,0.851079136690647,0.805399325084364,0.818119580100411,0.858196116982059,0.709040204508482,0.809006622516556,0.789794536012644,0.398572131954702,0.851275167785235,0.408390865639936,0.843631436314363,0.518354954457632,0.864526233359436,1,0.834860050890585
"POLR2AphosphoS5",0.614976919131475,0.622424030736989,0.625130344108446,0.67838910947249,0.821769409337116,0.16,0.646496815286624,0.652926783361566,0.674103237095363,0.671182548794489,0.712605042016807,0.813221153846154,0.832936696811042,0.805636978579481,0.81672760511883,0.87010411502231,0.715454758007949,0.8121840915137,0.789187966523411,0.412468827930175,0.823700954400848,0.414014442364269,0.815895103023816,0.518272425249169,0.873783854851433,0.834860050890585,1
